session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
4166,2025-03-29,Perú,Online,Control,6,2.6,8,0.11,0,0.0,21,2,8.9,2.8
4167,2025-03-20,Chile,Online,Discount Test,3,2.34,4,0.16,0,0.0,20,3,88.0,2.6
4168,2025-03-09,Perú,Retail,Control,8,5.29,4,0.12,0,0.0,27,2,13.3,2.5
4169,2025-03-10,Perú,Online,Discount Test,4,3.78,3,0.16,0,0.0,21,1,11.3,2.6
4170,2025-02-23,Perú,Online,Control,5,0.74,5,0.11,0,0.0,22,2,6.0,2.8
4171,2025-01-11,México,Retail,Discount Test,5,10.0,4,0.16,0,0.0,12,2,6.6,2.6
4172,2025-03-15,Colombia,Online,Control,7,0.98,6,0.11,0,0.0,14,1,16.4,2.8
4173,2025-03-02,Colombia,Online,Control,1,3.22,0,0.1,0,0.0,19,6,12.7,2.3
4174,2025-01-07,México,Retail,Control,8,1.96,9,0.12,0,0.0,12,2,14.3,2.7
4175,2025-02-24,Colombia,Online,UX Test,9,2.72,9,0.15,0,0.0,13,2,11.5,2.3
4176,2025-01-17,México,Online,UX Test,4,1.13,3,0.14,0,0.0,20,3,51.8,2.4
4177,2025-02-19,México,Online,Discount Test,3,7.38,1,0.16,0,0.0,25,2,13.5,2.9
4178,2025-01-23,Chile,Online,Control,2,1.34,3,0.1,0,0.0,17,2,36.6,2.7
4179,2025-02-26,Chile,Marketplace,Discount Test,4,1.23,5,0.16,0,0.0,21,1,26.1,2.3
4180,2025-03-11,Colombia,Online,Discount Test,7,1.65,6,0.16,0,0.0,28,0,37.4,2.5
4181,2025-01-05,Perú,Retail,Control,3,5.92,0,0.11,0,0.0,23,2,33.5,2.7
4182,2025-01-07,México,Marketplace,Control,3,0.59,2,0.11,0,0.0,16,3,13.7,2.0
4183,2025-03-30,Chile,Marketplace,Discount Test,2,0.32,2,0.15,1,69.14,29,1,3.6,2.4
4184,2025-03-02,Chile,Online,UX Test,2,0.26,0,0.13,0,0.0,16,1,37.0,2.3
4185,2025-01-28,Perú,Online,Discount Test,3,1.47,0,0.16,1,47.51,15,2,21.2,2.6
4186,2025-01-22,Perú,Retail,UX Test,5,0.13,3,0.14,0,0.0,24,1,81.9,2.7
4187,2025-02-07,Perú,Online,Discount Test,6,3.87,5,0.16,0,0.0,18,1,9.8,2.2
4188,2025-03-26,Perú,Online,UX Test,5,4.74,4,0.14,0,0.0,24,4,52.2,2.4
4189,2025-03-03,México,Online,UX Test,5,6.63,6,0.14,0,0.0,22,2,5.1,2.5
4190,2025-03-30,Perú,Retail,Control,5,0.01,6,0.11,0,0.0,17,0,0.4,2.8
4191,2025-02-18,Colombia,Marketplace,UX Test,2,2.15,0,0.13,0,0.0,24,4,5.3,3.1
4192,2025-02-07,Perú,Online,Control,5,0.89,5,0.11,1,49.58,24,1,25.3,2.7
4193,2025-01-19,Chile,Online,Control,8,4.96,6,0.12,0,0.0,21,2,97.4,2.4
4194,2025-02-17,Perú,Marketplace,Control,2,1.47,0,0.1,0,0.0,21,2,38.9,2.7
4195,2025-02-27,Perú,Retail,Discount Test,5,2.28,5,0.16,0,0.0,20,1,78.1,2.6
4196,2025-02-15,Chile,Retail,Discount Test,5,1.99,4,0.16,0,0.0,13,0,42.2,2.9
4197,2025-01-12,Perú,Marketplace,Control,5,10.32,6,0.11,0,0.0,19,2,12.5,2.1
4198,2025-01-15,Colombia,Online,Control,5,6.49,7,0.11,0,0.0,18,1,8.3,2.5
4199,2025-03-12,Colombia,Online,Discount Test,5,1.72,3,0.16,0,0.0,19,1,26.6,2.9
4200,2025-01-20,Colombia,Online,Discount Test,2,0.83,0,0.15,0,0.0,14,2,15.8,3.2
4201,2025-01-10,México,Online,UX Test,5,3.42,3,0.14,0,0.0,17,1,19.4,2.5
4202,2025-01-15,Perú,Retail,Control,4,0.0,2,0.11,0,0.0,19,2,1.6,2.7
4203,2025-03-21,México,Online,Control,3,0.07,2,0.11,0,0.0,19,1,6.8,2.1
4204,2025-02-25,México,Online,Control,4,7.92,5,0.11,0,0.0,19,2,4.8,2.3
4205,2025-03-10,México,Marketplace,Control,3,8.06,6,0.11,0,0.0,19,1,4.6,2.8
4206,2025-01-21,México,Online,Control,8,2.98,9,0.12,1,73.26,21,3,0.6,2.6
4207,2025-02-25,Colombia,Retail,Control,9,0.04,10,0.12,0,0.0,16,2,11.9,2.6
4208,2025-01-18,Chile,Online,Discount Test,7,3.12,6,0.16,0,0.0,10,1,0.2,2.7
4209,2025-02-16,Colombia,Retail,Control,6,0.09,8,0.11,0,0.0,13,1,11.3,2.8
4210,2025-01-07,Chile,Marketplace,Discount Test,9,2.58,8,0.17,0,0.0,14,1,18.3,2.8
4211,2025-02-16,México,Retail,UX Test,12,1.21,9,0.15,1,59.95,23,1,4.3,2.5
4212,2025-01-21,Colombia,Online,Discount Test,10,1.56,5,0.17,0,0.0,21,5,22.4,2.6
4213,2025-01-20,Colombia,Online,Control,7,14.41,6,0.11,0,0.0,24,2,20.3,2.5
4214,2025-02-14,Colombia,Online,UX Test,3,11.51,0,0.14,0,0.0,21,6,183.9,2.2
4215,2025-02-20,Chile,Marketplace,Discount Test,8,1.26,4,0.17,1,47.26,22,2,13.0,2.3
4216,2025-03-04,Colombia,Online,UX Test,6,12.97,4,0.14,1,61.92,18,7,44.3,2.5
4217,2025-01-28,Colombia,Online,UX Test,6,6.53,7,0.14,0,0.0,24,5,3.4,2.7
4218,2025-01-26,México,Retail,Control,4,7.41,3,0.11,0,0.0,18,0,54.2,2.3
4219,2025-01-08,Chile,Online,Control,3,3.29,0,0.11,0,0.0,17,1,1.2,2.6
4220,2025-01-29,Chile,Marketplace,Control,4,3.07,3,0.11,0,0.0,19,2,57.2,2.1
4221,2025-01-31,Chile,Online,UX Test,4,7.23,8,0.14,0,0.0,25,2,4.5,2.3
4222,2025-02-13,Perú,Online,Control,10,3.5,7,0.12,0,0.0,27,2,5.4,2.6
4223,2025-02-07,Perú,Online,UX Test,2,0.31,4,0.13,0,0.0,20,1,7.1,2.6
4224,2025-03-04,Perú,Online,UX Test,5,1.58,5,0.14,0,0.0,23,2,21.5,2.5
4225,2025-02-10,Perú,Online,Control,4,0.06,5,0.11,0,0.0,19,2,5.7,2.7
4226,2025-03-16,México,Online,UX Test,7,2.57,7,0.14,0,0.0,17,2,18.4,2.5
4227,2025-02-17,Chile,Online,Control,3,0.25,2,0.11,0,0.0,17,0,17.4,2.6
4228,2025-02-22,Colombia,Marketplace,Discount Test,5,1.14,4,0.16,0,0.0,19,1,34.7,2.4
4229,2025-03-04,Perú,Online,UX Test,5,0.79,2,0.14,0,0.0,20,1,16.4,1.6
4230,2025-03-02,Colombia,Online,Control,9,4.12,10,0.12,0,0.0,22,2,2.6,2.6
4231,2025-03-25,Chile,Online,Discount Test,4,1.17,2,0.16,1,75.61,18,1,41.6,2.3
4232,2025-03-07,Perú,Online,Discount Test,4,0.38,3,0.16,0,0.0,17,1,97.3,2.8
4233,2025-03-27,Perú,Marketplace,Control,4,0.54,8,0.11,0,0.0,17,1,63.7,2.7
4234,2025-01-31,Chile,Retail,Control,8,5.57,5,0.12,0,0.0,21,1,15.4,2.6
4235,2025-03-28,Perú,Marketplace,Control,8,4.87,7,0.12,0,0.0,16,1,99.6,2.6
4236,2025-02-23,Colombia,Online,UX Test,4,0.29,5,0.14,0,0.0,24,3,11.5,2.4
4237,2025-01-28,Chile,Online,Control,7,0.24,6,0.11,0,0.0,20,1,110.6,2.7
4238,2025-01-13,México,Online,Control,8,1.57,12,0.12,0,0.0,25,3,30.6,2.8
4239,2025-02-16,México,Online,Control,6,5.65,7,0.11,0,0.0,27,4,21.0,2.1
4240,2025-03-27,Colombia,Retail,Control,3,0.22,4,0.11,0,0.0,15,3,43.6,2.4
4241,2025-03-16,Chile,Online,Discount Test,2,3.73,1,0.15,1,33.28,24,1,17.7,2.4
4242,2025-03-08,Perú,Marketplace,Discount Test,3,2.72,2,0.16,0,0.0,19,1,15.9,2.5
4243,2025-01-05,Colombia,Online,Discount Test,5,0.42,5,0.16,0,0.0,21,3,34.1,2.3
4244,2025-03-10,México,Marketplace,UX Test,4,6.83,1,0.14,0,0.0,22,3,35.8,3.0
4245,2025-03-03,México,Retail,Control,4,0.49,4,0.11,0,0.0,16,0,0.7,2.5
4246,2025-03-16,México,Marketplace,Discount Test,3,0.48,0,0.16,0,0.0,15,4,20.9,2.3
4247,2025-01-10,Perú,Retail,Control,3,2.21,0,0.11,0,0.0,24,1,16.5,2.6
4248,2025-02-05,Colombia,Marketplace,Discount Test,5,1.81,2,0.16,0,0.0,23,5,0.4,2.9
4249,2025-01-31,Colombia,Online,Discount Test,6,5.75,4,0.16,0,0.0,18,4,9.2,1.9
4250,2025-03-10,México,Online,Control,5,0.51,4,0.11,0,0.0,22,3,5.8,2.7
4251,2025-03-09,Perú,Online,UX Test,6,4.16,8,0.14,0,0.0,16,1,42.9,2.4
4252,2025-02-14,Perú,Online,Control,7,2.26,8,0.11,0,0.0,24,1,6.6,3.0
4253,2025-02-02,México,Online,Discount Test,5,0.71,5,0.16,1,40.8,19,4,129.2,2.6
4254,2025-01-10,Perú,Retail,Control,5,2.26,8,0.11,1,68.89,10,2,88.8,2.6
4255,2025-01-14,México,Marketplace,Discount Test,3,0.17,2,0.16,0,0.0,19,0,28.3,2.6
4256,2025-01-01,México,Online,Discount Test,7,3.35,6,0.16,0,0.0,24,2,57.9,2.6
4257,2025-03-10,Chile,Retail,UX Test,10,4.17,6,0.15,1,48.02,19,2,20.4,2.4
4258,2025-03-23,Chile,Marketplace,Control,5,5.36,5,0.11,0,0.0,25,2,30.2,2.7
4259,2025-01-03,Perú,Retail,Control,3,0.04,2,0.11,0,0.0,15,1,9.6,2.3
4260,2025-03-12,Chile,Retail,Control,7,2.35,5,0.11,0,0.0,16,0,36.0,2.7
4261,2025-01-25,México,Online,Discount Test,5,8.21,4,0.16,1,77.58,24,2,29.2,2.6
4262,2025-02-15,Chile,Retail,UX Test,7,4.08,5,0.14,0,0.0,11,0,12.8,2.6
4263,2025-03-03,Colombia,Online,Discount Test,7,0.68,3,0.16,0,0.0,22,2,7.6,2.4
4264,2025-01-30,Colombia,Marketplace,UX Test,3,1.05,3,0.14,0,0.0,25,0,3.9,2.6
4265,2025-03-29,México,Online,UX Test,3,3.84,0,0.14,1,24.01,18,1,135.1,2.9
4266,2025-03-29,Colombia,Online,UX Test,4,5.03,1,0.14,1,59.06,19,2,4.3,2.6
4267,2025-03-01,Colombia,Marketplace,Discount Test,3,0.37,1,0.16,0,0.0,28,4,82.4,2.7
4268,2025-03-29,Perú,Online,Discount Test,8,0.24,7,0.17,0,0.0,22,3,12.7,2.5
4269,2025-01-11,México,Online,UX Test,5,1.78,2,0.14,0,0.0,22,4,45.1,2.4
4270,2025-01-02,Perú,Online,Discount Test,6,0.22,3,0.16,0,0.0,16,3,32.7,2.2
4271,2025-03-17,Chile,Marketplace,Control,4,16.71,6,0.11,0,0.0,19,0,3.0,2.5
4272,2025-03-03,Perú,Online,UX Test,5,1.67,3,0.14,0,0.0,18,0,18.7,2.9
4273,2025-01-28,Chile,Online,Control,6,2.56,8,0.11,0,0.0,25,1,63.8,2.5
4274,2025-02-16,México,Retail,Discount Test,8,1.83,7,0.17,0,0.0,14,0,32.8,2.3
4275,2025-02-05,Perú,Retail,Discount Test,6,3.81,7,0.16,0,0.0,23,3,14.4,2.8
4276,2025-02-10,Colombia,Online,Discount Test,9,0.97,9,0.17,1,48.08,22,2,22.2,3.0
4277,2025-02-20,Chile,Online,UX Test,1,2.83,0,0.13,1,54.43,10,0,17.6,2.7
4278,2025-02-15,Perú,Retail,UX Test,3,4.02,1,0.14,1,36.12,17,0,3.8,2.4
4279,2025-02-24,Chile,Online,UX Test,9,0.01,10,0.15,0,0.0,17,1,2.2,2.5
4280,2025-01-30,Colombia,Marketplace,Control,7,6.0,7,0.11,0,0.0,21,5,15.1,2.3
4281,2025-02-20,Chile,Online,Discount Test,4,1.49,3,0.16,0,0.0,24,1,13.0,2.3
4282,2025-03-18,Chile,Online,Discount Test,9,2.16,7,0.17,0,0.0,20,3,3.0,2.7
4283,2025-02-02,Colombia,Marketplace,Control,7,2.67,9,0.11,0,0.0,20,2,13.9,2.6
4284,2025-01-26,Colombia,Online,Control,7,5.28,8,0.11,1,41.04,14,3,38.8,2.5
4285,2025-02-13,Colombia,Retail,UX Test,3,6.22,1,0.14,0,0.0,9,0,0.6,2.6
4286,2025-01-29,Chile,Retail,Control,4,3.44,1,0.11,1,56.93,17,2,17.2,2.7
4287,2025-03-22,Chile,Retail,UX Test,5,2.9,1,0.14,1,60.14,14,2,9.4,2.2
4288,2025-02-24,Chile,Online,Discount Test,1,0.89,2,0.15,1,55.86,18,2,102.0,2.7
4289,2025-03-07,Colombia,Marketplace,Control,4,7.41,0,0.11,0,0.0,15,1,35.5,2.3
4290,2025-01-03,México,Retail,UX Test,7,1.84,6,0.14,0,0.0,11,2,1.7,2.7
4291,2025-01-09,México,Marketplace,Control,4,2.63,2,0.11,0,0.0,15,1,35.8,2.9
4292,2025-02-05,México,Online,Discount Test,2,0.13,1,0.15,0,0.0,18,2,7.0,2.3
4293,2025-02-07,Perú,Retail,UX Test,3,0.12,0,0.14,0,0.0,12,0,38.8,2.4
4294,2025-01-06,Chile,Online,UX Test,2,0.05,3,0.13,0,0.0,19,1,8.0,2.3
4295,2025-03-12,Chile,Online,UX Test,8,0.55,6,0.15,0,0.0,27,2,25.5,2.7
4296,2025-02-20,México,Marketplace,Control,3,1.35,4,0.11,1,32.53,24,3,2.0,2.3
4297,2025-02-14,Perú,Online,Control,6,4.03,7,0.11,1,17.71,17,0,60.1,2.5
4298,2025-03-02,Chile,Online,Discount Test,6,4.27,7,0.16,0,0.0,22,0,26.7,2.7
4299,2025-03-03,Chile,Online,Discount Test,8,0.52,8,0.17,0,0.0,15,2,27.9,2.4
4300,2025-01-30,México,Online,Discount Test,2,1.3,3,0.15,0,0.0,14,2,14.9,2.5
4301,2025-02-12,México,Retail,Control,4,0.53,6,0.11,0,0.0,28,4,23.6,2.0
4302,2025-02-21,Colombia,Retail,Control,4,3.36,0,0.11,0,0.0,19,3,6.3,3.0
4303,2025-01-01,Colombia,Online,Control,1,6.14,0,0.1,0,0.0,21,3,10.5,2.6
4304,2025-01-13,Colombia,Retail,Control,6,4.13,3,0.11,0,0.0,26,2,38.0,2.5
4305,2025-02-04,Colombia,Retail,UX Test,2,1.36,1,0.13,0,0.0,24,1,34.3,2.4
4306,2025-01-04,Perú,Online,Control,4,2.53,5,0.11,0,0.0,19,2,20.1,1.9
4307,2025-01-05,México,Retail,UX Test,3,1.98,0,0.14,0,0.0,18,3,76.8,2.4
4308,2025-02-15,Perú,Retail,Discount Test,7,0.68,5,0.16,0,0.0,24,2,18.6,2.0
4309,2025-02-24,México,Retail,UX Test,5,0.26,4,0.14,0,0.0,15,3,53.2,2.6
4310,2025-01-22,Chile,Retail,UX Test,5,7.61,0,0.14,0,0.0,21,2,86.9,2.5
4311,2025-03-21,México,Online,Discount Test,7,2.07,6,0.16,0,0.0,24,4,2.2,3.0
4312,2025-03-14,Chile,Marketplace,Discount Test,3,12.23,3,0.16,0,0.0,17,0,89.7,1.9
4313,2025-03-18,México,Retail,Control,4,0.82,5,0.11,0,0.0,19,2,6.5,2.6
4314,2025-02-10,Colombia,Online,Control,5,0.96,5,0.11,1,40.24,26,1,41.4,2.4
4315,2025-03-14,México,Retail,Discount Test,6,3.99,4,0.16,0,0.0,18,0,6.6,2.3
4316,2025-03-01,Chile,Online,Control,8,1.63,9,0.12,0,0.0,16,3,14.6,2.5
4317,2025-01-09,Colombia,Online,UX Test,6,2.02,8,0.14,0,0.0,27,3,75.8,2.2
4318,2025-01-02,México,Retail,UX Test,5,1.93,3,0.14,0,0.0,18,1,4.6,2.6
4319,2025-03-25,México,Online,Discount Test,5,1.88,4,0.16,0,0.0,18,1,24.9,2.4
4320,2025-02-18,México,Online,UX Test,6,0.82,7,0.14,0,0.0,27,4,1.9,5.0
4321,2025-03-07,Chile,Online,Discount Test,5,4.41,3,0.16,0,0.0,16,2,45.7,2.2
4322,2025-01-15,Chile,Retail,UX Test,4,3.5,4,0.14,0,0.0,15,3,7.4,2.1
4323,2025-03-04,Perú,Online,Control,4,0.14,3,0.11,0,0.0,21,3,58.2,2.3
4324,2025-02-27,Colombia,Online,Control,3,2.87,2,0.11,0,0.0,29,3,26.3,2.4
4325,2025-03-22,Chile,Marketplace,Control,4,0.72,8,0.11,0,0.0,23,3,2.8,2.7
4326,2025-01-28,Perú,Online,Discount Test,6,3.49,3,0.16,0,0.0,19,3,8.4,2.6
4327,2025-02-02,Perú,Online,Control,8,0.05,10,0.12,1,58.52,22,1,6.6,2.7
4328,2025-02-24,Perú,Online,Discount Test,5,1.69,3,0.16,1,48.38,18,3,35.2,2.5
4329,2025-03-20,Chile,Marketplace,UX Test,6,0.75,3,0.14,0,0.0,21,2,13.2,2.2
4330,2025-01-24,Colombia,Marketplace,Discount Test,2,6.83,2,0.15,0,0.0,15,3,0.7,2.5
4331,2025-01-09,Colombia,Online,Discount Test,4,4.53,2,0.16,0,0.0,18,1,11.7,2.3
4332,2025-01-29,Colombia,Online,Control,7,4.78,4,0.11,0,0.0,18,5,28.6,2.6
4333,2025-02-26,Chile,Retail,UX Test,6,0.96,7,0.14,1,43.04,15,1,60.1,2.3
4334,2025-03-30,México,Online,UX Test,2,4.31,4,0.13,0,0.0,13,1,14.4,2.8
4335,2025-01-16,Perú,Online,Discount Test,10,0.85,6,0.17,0,0.0,23,4,3.4,2.7
4336,2025-03-14,México,Retail,UX Test,5,0.25,6,0.14,0,0.0,17,3,77.1,2.6
4337,2025-01-20,Perú,Online,UX Test,4,4.55,4,0.14,0,0.0,33,2,11.2,2.8
4338,2025-02-15,Perú,Online,UX Test,5,3.35,8,0.14,0,0.0,18,3,51.6,2.3
4339,2025-03-08,Perú,Online,UX Test,9,1.41,10,0.15,0,0.0,17,1,63.4,2.8
4340,2025-01-10,Colombia,Retail,UX Test,3,4.44,3,0.14,0,0.0,21,4,17.6,2.8
4341,2025-03-12,México,Online,Discount Test,3,2.09,2,0.16,0,0.0,18,4,17.4,2.6
4342,2025-01-07,Colombia,Online,UX Test,9,2.52,10,0.15,0,0.0,21,1,29.1,2.5
4343,2025-01-29,Colombia,Online,Discount Test,4,1.54,4,0.16,0,0.0,15,2,2.1,2.6
4344,2025-01-03,Colombia,Online,Discount Test,3,0.96,0,0.16,0,0.0,18,5,11.2,1.9
4345,2025-03-17,Colombia,Online,Discount Test,6,1.08,10,0.16,0,0.0,19,2,1.5,2.6
4346,2025-02-23,México,Marketplace,Control,5,2.19,4,0.11,0,0.0,18,2,36.9,2.6
4347,2025-01-15,Chile,Online,UX Test,3,0.74,1,0.14,0,0.0,18,1,17.9,2.5
4348,2025-01-11,México,Retail,Discount Test,4,0.73,8,0.16,0,0.0,24,2,67.6,2.6
4349,2025-02-12,México,Online,UX Test,8,1.85,8,0.15,0,0.0,18,1,31.6,2.4
4350,2025-01-01,México,Retail,Discount Test,9,4.57,7,0.17,0,0.0,19,5,37.0,2.4
4351,2025-03-12,México,Online,Discount Test,5,1.62,4,0.16,1,60.28,21,0,14.3,1.9
4352,2025-03-28,Perú,Online,Discount Test,6,6.29,4,0.16,0,0.0,18,0,5.7,2.5
4353,2025-01-04,Chile,Online,UX Test,6,0.6,7,0.14,0,0.0,21,2,33.4,2.6
4354,2025-02-22,Chile,Online,Control,4,1.38,2,0.11,1,52.42,18,3,24.9,1.8
4355,2025-02-24,Perú,Online,UX Test,10,1.54,9,0.15,0,0.0,13,0,24.1,2.7
4356,2025-01-01,México,Online,UX Test,3,3.72,4,0.14,0,0.0,24,2,16.4,2.6
4357,2025-03-10,Perú,Retail,UX Test,5,0.74,3,0.14,0,0.0,14,0,59.1,2.5
4358,2025-01-24,Perú,Marketplace,Discount Test,6,4.47,5,0.16,1,45.31,16,0,16.4,2.5
4359,2025-02-28,México,Retail,UX Test,3,4.51,3,0.14,0,0.0,19,3,27.0,2.5
4360,2025-01-19,Colombia,Retail,Discount Test,5,1.23,6,0.16,0,0.0,16,1,27.2,2.1
4361,2025-01-08,Colombia,Retail,UX Test,0,4.18,0,0.13,0,0.0,28,2,15.6,2.5
4362,2025-01-23,México,Marketplace,Control,5,9.97,5,0.11,0,0.0,16,2,32.4,2.4
4363,2025-03-20,México,Retail,Control,3,0.31,4,0.11,0,0.0,22,2,9.9,2.8
4364,2025-03-09,Colombia,Marketplace,Discount Test,6,1.47,7,0.16,1,38.63,21,2,72.2,2.7
4365,2025-02-13,México,Marketplace,Control,7,11.06,6,0.11,0,0.0,19,4,90.7,2.6
4366,2025-01-11,Chile,Retail,UX Test,6,8.94,8,0.14,1,49.08,16,1,36.6,2.6
4367,2025-01-19,Perú,Retail,Discount Test,4,2.77,3,0.16,0,0.0,27,1,30.7,3.5
4368,2025-03-27,Perú,Online,UX Test,7,0.26,8,0.14,0,0.0,16,1,9.5,2.9
4369,2025-01-13,Chile,Online,Discount Test,5,9.79,7,0.16,0,0.0,28,5,4.3,2.6
4370,2025-01-26,Colombia,Retail,Discount Test,6,0.96,4,0.16,0,0.0,19,1,8.5,2.9
4371,2025-02-19,México,Online,Control,7,2.72,6,0.11,0,0.0,15,5,15.7,2.6
4372,2025-02-02,Colombia,Retail,Discount Test,5,4.04,4,0.16,0,0.0,12,2,90.9,2.8
4373,2025-01-24,México,Online,Discount Test,1,0.2,1,0.15,0,0.0,23,3,4.3,2.3
4374,2025-03-02,México,Retail,Discount Test,3,0.67,5,0.16,0,0.0,21,3,9.3,2.6
4375,2025-01-14,Chile,Retail,UX Test,4,1.41,5,0.14,0,0.0,24,5,45.0,2.8
4376,2025-02-12,Colombia,Online,UX Test,7,1.21,5,0.14,0,0.0,12,2,186.4,2.7
4377,2025-01-11,Colombia,Retail,Control,3,1.5,0,0.11,0,0.0,19,3,125.2,2.6
4378,2025-01-26,Colombia,Marketplace,Discount Test,4,5.14,1,0.16,0,0.0,19,2,8.6,2.7
4379,2025-02-01,Colombia,Online,Discount Test,7,0.72,10,0.16,0,0.0,24,1,132.3,2.6
4380,2025-02-26,Perú,Online,UX Test,1,1.77,0,0.13,0,0.0,15,1,12.4,2.5
4381,2025-02-10,Colombia,Retail,Control,8,1.15,3,0.12,0,0.0,28,5,44.4,2.4
4382,2025-01-26,México,Marketplace,Control,3,0.4,2,0.11,1,35.38,16,2,24.8,2.3
4383,2025-03-02,Colombia,Online,Control,4,1.24,4,0.11,0,0.0,21,1,1.3,2.8
4384,2025-02-12,México,Online,UX Test,4,2.51,4,0.14,0,0.0,21,2,6.7,2.7
4385,2025-03-06,Chile,Retail,Control,7,0.53,4,0.11,0,0.0,14,2,82.8,2.8
4386,2025-02-04,Perú,Retail,Discount Test,9,0.09,10,0.17,0,0.0,23,2,27.1,2.5
4387,2025-03-06,Colombia,Retail,Discount Test,4,0.05,5,0.16,1,73.89,19,2,26.7,2.8
4388,2025-02-20,Perú,Online,Discount Test,8,4.7,5,0.17,0,0.0,21,1,45.4,2.9
4389,2025-01-23,Perú,Online,UX Test,0,1.16,0,0.13,0,0.0,22,2,51.7,2.1
4390,2025-02-18,Colombia,Marketplace,Control,2,1.85,3,0.1,0,0.0,19,1,56.6,2.6
4391,2025-01-13,México,Online,Control,5,4.7,4,0.11,0,0.0,18,1,18.9,2.3
4392,2025-01-01,Perú,Online,Discount Test,2,0.28,1,0.15,1,34.52,16,2,13.9,2.3
4393,2025-03-03,Perú,Retail,Discount Test,5,5.05,4,0.16,0,0.0,20,2,39.3,2.7
4394,2025-01-16,México,Retail,UX Test,3,1.77,1,0.14,0,0.0,19,1,15.8,2.3
4395,2025-02-22,México,Retail,Discount Test,2,7.58,3,0.15,0,0.0,18,2,10.5,2.3
4396,2025-02-11,Colombia,Retail,UX Test,4,0.11,2,0.14,0,0.0,22,0,7.6,2.5
4397,2025-02-08,Chile,Marketplace,Control,4,0.02,4,0.11,0,0.0,16,1,40.1,2.2
4398,2025-01-28,Chile,Retail,Control,5,0.76,6,0.11,0,0.0,12,2,1.0,2.6
4399,2025-02-16,Colombia,Retail,Control,3,8.75,6,0.11,0,0.0,31,2,4.8,2.7
4400,2025-03-28,Colombia,Online,Discount Test,6,1.32,7,0.16,0,0.0,27,0,32.2,2.6
4401,2025-03-10,Perú,Online,Control,7,3.17,9,0.11,0,0.0,18,1,32.6,2.3
4402,2025-02-06,México,Online,Control,5,0.29,3,0.11,0,0.0,22,4,16.7,2.5
4403,2025-03-19,Perú,Online,UX Test,6,2.66,8,0.14,0,0.0,21,0,31.7,2.4
4404,2025-02-16,Perú,Online,UX Test,3,0.5,4,0.14,0,0.0,17,3,9.7,2.8
4405,2025-03-29,Perú,Retail,Discount Test,6,2.4,9,0.16,0,0.0,18,0,20.3,2.5
4406,2025-03-28,Colombia,Marketplace,UX Test,6,2.48,4,0.14,0,0.0,18,1,20.3,2.6
4407,2025-01-03,Perú,Marketplace,UX Test,8,2.21,8,0.15,1,50.15,28,0,28.4,3.1
4408,2025-01-16,Chile,Online,UX Test,4,0.51,7,0.14,0,0.0,16,2,31.1,2.7
4409,2025-03-16,Perú,Online,UX Test,2,1.25,0,0.13,0,0.0,18,1,190.3,3.0
4410,2025-02-02,Chile,Retail,Control,9,6.22,4,0.12,0,0.0,23,3,1.2,2.6
4411,2025-01-22,Perú,Retail,Discount Test,11,2.58,8,0.17,0,0.0,23,3,3.9,3.0
4412,2025-02-17,Perú,Marketplace,Control,3,0.72,4,0.11,0,0.0,20,2,11.4,2.6
4413,2025-03-01,Chile,Online,Discount Test,4,0.74,3,0.16,0,0.0,19,0,36.3,2.7
4414,2025-01-29,Perú,Online,Control,4,5.61,5,0.11,0,0.0,30,2,3.9,3.0
4415,2025-03-18,Colombia,Marketplace,UX Test,6,0.99,6,0.14,0,0.0,22,4,4.2,2.3
4416,2025-02-14,Colombia,Online,Discount Test,5,2.85,3,0.16,0,0.0,16,0,54.9,2.2
4417,2025-01-21,Perú,Online,UX Test,2,5.05,0,0.13,1,51.34,15,1,34.4,3.0
4418,2025-03-02,México,Marketplace,Control,7,4.29,10,0.11,0,0.0,28,2,14.6,2.5
4419,2025-02-11,México,Online,Discount Test,2,0.32,0,0.15,0,0.0,21,0,23.6,2.3
4420,2025-01-14,Perú,Online,Control,0,0.8,0,0.1,0,0.0,25,2,1.6,2.3
4421,2025-01-07,Colombia,Marketplace,Control,7,0.24,8,0.11,0,0.0,23,3,2.7,2.1
4422,2025-02-23,Perú,Marketplace,Control,5,0.34,1,0.11,0,0.0,16,3,0.2,2.7
4423,2025-01-06,México,Retail,Control,11,1.0,8,0.12,0,0.0,28,2,54.3,2.0
4424,2025-03-28,Colombia,Retail,Control,7,0.72,6,0.11,0,0.0,20,1,53.0,2.5
4425,2025-01-19,Colombia,Online,UX Test,4,3.08,2,0.14,0,0.0,21,2,16.9,2.8
4426,2025-03-29,Perú,Online,Discount Test,3,6.87,3,0.16,0,0.0,19,3,10.8,2.5
4427,2025-01-29,Colombia,Retail,Discount Test,4,8.61,1,0.16,1,75.92,18,3,28.3,2.4
4428,2025-03-24,Chile,Online,Discount Test,8,3.42,11,0.17,0,0.0,21,2,32.5,2.5
4429,2025-02-26,México,Online,UX Test,0,3.15,1,0.13,0,0.0,21,3,14.1,2.6
4430,2025-01-09,Perú,Online,Discount Test,4,1.36,3,0.16,0,0.0,23,3,35.7,2.4
4431,2025-01-23,México,Retail,UX Test,2,2.0,5,0.13,0,0.0,12,3,158.1,2.6
